Término,Patrón N+ADJ,Ubicación,Contexto
contrato de trabajo,tiempo parcial,Contexto,"CONTRATO DE TRABAJO: Artículo . Contrato a tiempo parcial y contrato de relevo. El [contrato de trabajo] se entenderá celebrado a tiempo parcial cuando se haya acordado la prestación de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable."
contrato de trabajo,tiempo completo,Contexto,"CONTRATO DE TRABAJO: comparable» a un trabajador a tiempo completo de la misma empresa y centro de trabajo, con el mismo tipo de [contrato de trabajo] que realice un trabajo idéntico o similar."
contrato de trabajo,requisitos establecidos,Contexto,CONTRATO DE TRABAJO: cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social. La ejecución de este [contrato de trabajo] tiempo parcial y su retribución serán compatibles con la pensión que la Seguridad Social reconozca al trabajador en concepto de jubilación parcial.
sancionable,horas complementarias,Contexto,"SANCIONABLE: la negativa del trabajador a la realización de las horas complementarias, pese a haber sido pactadas, no constituirá conducta laboral [sancionable] Sin perjuicio del pacto de horas complementarias, en los contratos a tiempo parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
sancionable,conducta laboral,Contexto,SANCIONABLE: las horas ordinarias objeto del contrato. La negativa del trabajador a la realización de estas horas no constituirá conducta laboral [sancionable] Estas horas complementarias no se computarán a efectos de los porcentajes de horas complementarias pactadas que se establecen en la letra c).
unilateral,trabajo parcial,Contexto,UNILATERAL: en un trabajo parcial y viceversa tendrá siempre carácter voluntario para el trabajador y no se podrá imponer de forma [unilateral] como consecuencia de una modificación sustancial de condiciones de trabajo al amparo de lo dispuesto en el artículo .
refundido,jubilación parcial,Contexto,"REFUNDIDO: Seguridad Social. Para que el trabajador pueda acceder a la jubilación parcial, en los términos establecidos en el texto [refundido] e la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
refundido,jubilación ordinaria,Contexto,REFUNDIDO: jubilen parcialmente después de haber cumplido la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto [refundido] e la Ley General de la Seguridad Social.
refundido,jornada completa,Contexto,"REFUNDIDO: se concierte a jornada completa y con duración indefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto [refundido] e la Ley General de la Seguridad Social."
refundido,trabajador sustituido,Contexto,REFUNDIDO: falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto [refundido] e la Ley General de la Seguridad Social.
refundido,trabajador sustituido,Contexto,REFUNDIDO: al tiempo que le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme al texto [refundido] e la Ley General de la Seguridad Social.
refundido,trabajador jubilado,Contexto,"REFUNDIDO: En el caso del trabajador jubilado parcialmente después de haber cumplido la edad de jubilación ordinaria prevista en el texto [refundido] e la Ley General de la Seguridad Social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
refundido,términos previstos,Contexto,"REFUNDIDO: todo caso, deberá existir una correspondencia entre las bases de cotización de ambos, en los términos previstos en el texto [refundido] e la Ley General de la Seguridad Social."
salario,disposiciones concordantes,Contexto,"SALARIO: General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de [salario] e entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
salario,texto refundido,Contexto,"SALARIO: lo establecido en el texto refundido de la Ley General de la Seguridad Social. La reducción de jornada y de [salario] odrá alcanzar el setenta y cinco por ciento cuando el contrato de relevo se concierte a jornada completa y con duración indefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social."
convenio colectivo,convenio colectivo,Término,"CONVENIO COLECTIVO: la empresa no hubiera ningún trabajador comparable a tiempo completo, se considerará la jornada a tiempo completo prevista en el [convenio colectivo] e aplicación o, en su defecto, la jornada máxima legal."
convenio colectivo,convenio colectivo,Término,"CONVENIO COLECTIVO: a la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en [convenio colectivo] De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios."
convenio colectivo,convenio colectivo,Término,"CONVENIO COLECTIVO: forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante [convenio colectivo] Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo ."
convenio colectivo,convenio colectivo,Término,"CONVENIO COLECTIVO: tiempo de trabajo de los trabajadores a tiempo parcial, todo ello de conformidad con los procedimientos que se establezcan en [convenio colectivo] Con carácter general, las solicitudes a que se refiere el párrafo anterior deberán ser tomadas en consideración, en la medida de lo posible, por el empresario."
convenio colectivo,convenio colectivo,Término,"CONVENIO COLECTIVO: horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por [convenio colectivo] de las horas ordinarias objeto del contrato."
perjuicio,efecto perjudicial,Contexto,"PERJUICIO: ser despedido ni sufrir ningún otro tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, sin [perjuicio] e las medidas que, de conformidad con lo dispuesto en los artículos y ."
perjuicio,horas complementarias,Contexto,"PERJUICIO: trabajador a la realización de las horas complementarias, pese a haber sido pactadas, no constituirá conducta laboral sancionable. Sin [perjuicio] el pacto de horas complementarias, en los contratos a tiempo parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
conformidad,efecto perjudicial,Contexto,"CONFORMIDAD: tipo de sanción o efecto perjudicial por el hecho de rechazar esta conversión, sin perjuicio de las medidas que, de [conformidad] on lo dispuesto en los artículos y ."
conformidad,tiempo parcial,Contexto,"CONFORMIDAD: parcial y viceversa, o para el incremento del tiempo de trabajo de los trabajadores a tiempo parcial, todo ello de [conformidad] on los procedimientos que se establezcan en convenio colectivo."
prestación,tiempo parcial,Contexto,"PRESTACIÓN: y contrato de relevo. El contrato de trabajo se entenderá celebrado a tiempo parcial cuando se haya acordado la [prestación] de servicios durante un número de horas al día, a la semana, al mes o al año, inferior a la jornada de trabajo de un trabajador a tiempo completo comparable."
formación profesional continua,formación profesional,Término,FORMACIÓN PROFESIONAL CONTINUA: motivada. Los convenios colectivos establecerán medidas para facilitar el acceso efectivo de los trabajadores a tiempo parcial a la [formación profesional continua] a fin de favorecer su progresión y movilidad profesionales.
duración,jornada máxima,Contexto,"DURACIÓN: en su defecto, la jornada máxima legal. El contrato a tiempo parcial podrá concertarse por tiempo indefinido o por [duración] eterminada en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación."
duración,conducta laboral,Contexto,"DURACIÓN: no constituirá conducta laboral sancionable. Sin perjuicio del pacto de horas complementarias, en los contratos a tiempo parcial de [duración] ndefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
duración,jornada completa,Contexto,"DURACIÓN: podrá alcanzar el setenta y cinco por ciento cuando el contrato de relevo se concierte a jornada completa y con [duración] ndefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social."
duración,duración eterminada,Contexto,DURACIÓN: Se celebrará con un trabajador en situación de desempleo o que tuviese concertado con la empresa un contrato de [duración] eterminada.
duración,duración determinada,Contexto,"DURACIÓN: tuviese concertado con la empresa un contrato de duración determinada. Salvo lo establecido en los dos párrafos siguientes, la [duración] el contrato de relevo que se celebre como consecuencia de una jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
duración,trabajador jubilado,Contexto,"DURACIÓN: cumplir dicha edad, el trabajador jubilado parcialmente continuase en la empresa, el contrato de relevo que se hubiera celebrado por [duración] eterminada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en el que se produzca la jubilación total del trabajador relevado."
duración,párrafo segundo,Contexto,"DURACIÓN: En el supuesto previsto en el párrafo segundo del apartado , el contrato de relevo deberá alcanzar al menos una [duración] gual al resultado de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme al texto refundido de la Ley General de la Seguridad Social."
duración,duración ínima,Contexto,"DURACIÓN: la Ley General de la Seguridad Social. En el supuesto de que el contrato se extinga antes de alcanzar la [duración] ínima indicada, el empresario estará obligado a celebrar un nuevo contrato en los mismos términos del extinguido, por el tiempo restante."
duración,jubilación ordinaria,Contexto,"DURACIÓN: cumplido la edad de jubilación ordinaria prevista en el texto refundido de la Ley General de la Seguridad Social, la [duración] el contrato de relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
duración,jornada completa,Contexto,"DURACIÓN: del apartado , el contrato de relevo podrá celebrarse a jornada completa o a tiempo parcial. En todo caso, la [duración] e la jornada deberá ser, como mínimo, igual a la reducción de jornada acordada por el trabajador sustituido."
medida,carácter general,Contexto,"MEDIDA: colectivo. Con carácter general, las solicitudes a que se refiere el párrafo anterior deberán ser tomadas en consideración, en la [medida] e lo posible, por el empresario."
jubilación,jubilación arcial,Contexto,"JUBILACIÓN: salarios y en los documentos de cotización a la Seguridad Social. Para que el trabajador pueda acceder a la [jubilación] arcial, en los términos establecidos en el texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una reducción de jornada y de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
jubilación,jubilación rdinaria,Contexto,JUBILACIÓN: el contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber cumplido la edad de [jubilación] rdinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social.
jubilación,tiempo parcial,Contexto,JUBILACIÓN: tiempo parcial y su retribución serán compatibles con la pensión que la Seguridad Social reconozca al trabajador en concepto de [jubilación] arcial.
jubilación,jubilación parcial,Contexto,JUBILACIÓN: que la Seguridad Social reconozca al trabajador en concepto de jubilación parcial. La relación laboral se extinguirá al producirse la [jubilación] otal del trabajador.
jubilación,párrafos siguientes,Contexto,"JUBILACIÓN: lo establecido en los dos párrafos siguientes, la duración del contrato de relevo que se celebre como consecuencia de una [jubilación] arcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la edad de jubilación ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
jubilación,trabajador sustituido,Contexto,"JUBILACIÓN: tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la edad de [jubilación] rdinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
jubilación,periodos anuales,Contexto,"JUBILACIÓN: por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en el que se produzca la [jubilación] otal del trabajador relevado."
jubilación,trabajador sustituido,Contexto,JUBILACIÓN: igual al resultado de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la edad de [jubilación] rdinaria que corresponda conforme al texto refundido de la Ley General de la Seguridad Social.
jubilación,tiempo restante,Contexto,"JUBILACIÓN: del extinguido, por el tiempo restante. En el caso del trabajador jubilado parcialmente después de haber cumplido la edad de [jubilación] rdinaria prevista en el texto refundido de la Ley General de la Seguridad Social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
jubilación,periodos anuales,Contexto,"JUBILACIÓN: automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el periodo correspondiente al año en que se produzca la [jubilación] otal del trabajador relevado."
contratación,duración determinada,Contexto,CONTRATACIÓN: indefinido o por duración determinada en los supuestos en los que legalmente se permita la utilización de esta modalidad de [contratación] .
periodo correspondiente,periodo correspondiente,Término,"PERIODO CORRESPONDIENTE: por duración determinada podrá prorrogarse mediante acuerdo con las partes por periodos anuales, extinguiéndose en todo caso al finalizar el [periodo correspondiente] l año en el que se produzca la jubilación total del trabajador relevado."
periodo correspondiente,periodo correspondiente,Término,"PERIODO CORRESPONDIENTE: anual. En este segundo supuesto, el contrato se prorrogará automáticamente por periodos anuales, extinguiéndose en todo caso al finalizar el [periodo correspondiente] l año en que se produzca la jubilación total del trabajador relevado."
pacto,empresario solo,Contexto,"PACTO: El empresario solo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. El [pacto] obre horas complementarias podrá acordarse en el momento de la celebración del contrato a tiempo parcial o con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato."
pacto,tiempo parcial,Contexto,"PACTO: momento de la celebración del contrato a tiempo parcial o con posterioridad al mismo, pero constituirá, en todo caso, un [pacto] specífico respecto al contrato."
pacto,tiempo parcial,Contexto,"PACTO: a tiempo parcial o con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato. El [pacto] e formalizará necesariamente por escrito."
pacto,pacto específico,Contexto,"PACTO: caso, un pacto específico respecto al contrato. El pacto se formalizará necesariamente por escrito. Solo se podrá formalizar un [pacto] e horas complementarias en el caso de contratos a tiempo parcial con una jornada de trabajo no inferior a diez horas semanales en cómputo anual."
pacto,tiempo parcial,Contexto,PACTO: contratos a tiempo parcial con una jornada de trabajo no inferior a diez horas semanales en cómputo anual. El [pacto] e horas complementarias deberá recoger el número de horas complementarias cuya realización podrá ser requerida por el empresario.
pacto,preaviso mínimo,Contexto,"PACTO: pactadas con un preaviso mínimo de tres días, salvo que el convenio establezca un plazo de preaviso inferior. El [pacto] e horas complementarias podrá quedar sin efecto por renuncia del trabajador, mediante un preaviso de quince días, una vez cumplido un año desde su celebración, cuando concurra alguna de las siguientes circunstancias:"
pacto,Necesidades formativas,Contexto,". PACTO: .ª Necesidades formativas, siempre que se acredite la incompatibilidad horaria.ª Incompatibilidad con otro contrato a tiempo parcial. El [pacto] e horas complementarias y las condiciones de realización de las mismas estarán sujetos a las reglas previstas en las letras anteriores."
pacto,horas complementarias,Contexto,"PACTO: la realización de las horas complementarias, pese a haber sido pactadas, no constituirá conducta laboral sancionable. Sin perjuicio del [pacto] e horas complementarias, en los contratos a tiempo parcial de duración indefinida con una jornada de trabajo no inferior a diez horas semanales en cómputo anual, el empresario podrá, en cualquier momento, ofrecer al trabajador la realización de horas complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias objeto del contrato."
colectivo,trabajador comparable,Contexto,"COLECTIVO: empresa no hubiera ningún trabajador comparable a tiempo completo, se considerará la jornada a tiempo completo prevista en el convenio [colectivo] e aplicación o, en su defecto, la jornada máxima legal."
colectivo,año contratadas,Contexto,"COLECTIVO: la semana, al mes o al año contratadas, así como el modo de su distribución según lo previsto en convenio [colectivo] De no observarse estas exigencias, el contrato se presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios."
colectivo,jornada diaria,Contexto,"COLECTIVO: partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio [colectivo] Los trabajadores a tiempo parcial no podrán realizar horas extraordinarias, salvo en los supuestos a los que se refiere el artículo ."
colectivo,tiempo parcial,Contexto,"COLECTIVO: de trabajo de los trabajadores a tiempo parcial, todo ello de conformidad con los procedimientos que se establezcan en convenio [colectivo] Con carácter general, las solicitudes a que se refiere el párrafo anterior deberán ser tomadas en consideración, en la medida de lo posible, por el empresario."
colectivo,aceptación voluntaria,Contexto,"COLECTIVO: complementarias de aceptación voluntaria, cuyo número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio [colectivo] de las horas ordinarias objeto del contrato."
contrato a tiempo parcial,tiempo parcial,Término,CONTRATO A TIEMPO PARCIAL: Artículo . [contrato a tiempo parcial] y contrato de relevo.
contrato a tiempo parcial,tiempo parcial,Término,"CONTRATO A TIEMPO PARCIAL: a tiempo completo prevista en el convenio colectivo de aplicación o, en su defecto, la jornada máxima legal. El [contrato a tiempo parcial] odrá concertarse por tiempo indefinido o por duración determinada en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación."
contrato a tiempo parcial,tiempo parcial,Término,CONTRATO A TIEMPO PARCIAL: en los supuestos en los que legalmente se permita la utilización de esta modalidad de contratación. (Derogado) . El [contrato a tiempo parcial] e regirá por las siguientes reglas:
contrato a tiempo parcial,tiempo parcial,Término,"El contrato, conforme a lo dispuesto en el artículo . CONTRATO A TIEMPO PARCIAL: presumirá celebrado a jornada completa, salvo prueba en contrario que acredite el carácter parcial de los servicios. Cuando el [contrato a tiempo parcial] onlleve la ejecución de una jornada diaria inferior a la de los trabajadores a tiempo completo y esta se realice de forma partida, solo será posible efectuar una única interrupción en dicha jornada diaria, salvo que se disponga otra cosa mediante convenio colectivo."
contrato a tiempo parcial,tiempo parcial,Término,CONTRATO A TIEMPO PARCIAL: progresión y movilidad profesionales. Se consideran horas complementarias las realizadas como adición a las horas ordinarias pactadas en el [contrato a tiempo parcial] conforme a las siguientes reglas:
contrato a tiempo parcial,tiempo parcial,Término,"El empresario solo podrá exigir la realización de horas complementarias cuando así lo hubiera pactado expresamente con el trabajador. CONTRATO A TIEMPO PARCIAL: hubiera pactado expresamente con el trabajador. El pacto sobre horas complementarias podrá acordarse en el momento de la celebración del [contrato a tiempo parcial] con posterioridad al mismo, pero constituirá, en todo caso, un pacto específico respecto al contrato."
contrato a tiempo parcial,tiempo parcial,Término,"CONTRATO A TIEMPO PARCIAL: familiares enunciadas en el artículo . .ª Necesidades formativas, siempre que se acredite la incompatibilidad horaria.ª Incompatibilidad con otro [contrato a tiempo parcial] El pacto de horas complementarias y las condiciones de realización de las mismas estarán sujetos a las reglas previstas en las letras anteriores."
reducción de jornada,texto refundido,Contexto,"REDUCCIÓN DE JORNADA: texto refundido de la Ley General de la Seguridad Social y demás disposiciones concordantes, deberá acordar con su empresa una [reducción de jornada] de salario de entre un mínimo del veinticinco por ciento y un máximo del cincuenta por ciento y la empresa deberá concertar simultáneamente un contrato de relevo, de acuerdo con lo establecido en el apartado siguiente, con objeto de sustituir la jornada de trabajo dejada vacante por el trabajador que se jubila parcialmente."
reducción de jornada,texto refundido,Contexto,"REDUCCIÓN DE JORNADA: ordinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social. La [reducción de jornada] de salario podrá alcanzar el setenta y cinco por ciento cuando el contrato de relevo se concierte a jornada completa y con duración indefinida, siempre que el trabajador cumpla los requisitos establecidos en el texto refundido de la Ley General de la Seguridad Social."
reducción de jornada,tiempo parcial,Contexto,"REDUCCIÓN DE JORNADA: completa o a tiempo parcial. En todo caso, la duración de la jornada deberá ser, como mínimo, igual a la [reducción de jornada] cordada por el trabajador sustituido."
objeto del contrato,horas complementarias,Contexto,"OBJETO DEL CONTRATO: empresario. El número de horas complementarias pactadas no podrá exceder del treinta por ciento de las horas ordinarias de trabajo [objeto del contrato] Los convenios colectivos podrán establecer otro porcentaje máximo, que, en ningún caso, podrá ser inferior al citado treinta por ciento ni exceder del sesenta por ciento de las horas ordinarias contratadas."
objeto del contrato,convenio colectivo,Contexto,"OBJETO DEL CONTRATO: número no podrá superar el quince por ciento, ampliables al treinta por ciento por convenio colectivo, de las horas ordinarias [objeto del contrato] La negativa del trabajador a la realización de estas horas no constituirá conducta laboral sancionable."
edad de jubilación,jubilación rdinaria,Contexto,EDAD DE JUBILACIÓN: podrá concertar el contrato de relevo para sustituir a los trabajadores que se jubilen parcialmente después de haber cumplido la [edad de jubilación] rdinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social.
edad de jubilación,jubilación parcial,Contexto,"EDAD DE JUBILACIÓN: jubilación parcial tendrá que ser indefinida o, como mínimo, igual al tiempo que falte al trabajador sustituido para alcanzar la [edad de jubilación] rdinaria que corresponda conforme a lo establecido en el texto refundido de la Ley General de la Seguridad Social."
edad de jubilación,duración igual,Contexto,EDAD DE JUBILACIÓN: una duración igual al resultado de sumar dos años al tiempo que le falte al trabajador sustituido para alcanzar la [edad de jubilación] rdinaria que corresponda conforme al texto refundido de la Ley General de la Seguridad Social.
edad de jubilación,tiempo restante,Contexto,"EDAD DE JUBILACIÓN: mismos términos del extinguido, por el tiempo restante. En el caso del trabajador jubilado parcialmente después de haber cumplido la [edad de jubilación] rdinaria prevista en el texto refundido de la Ley General de la Seguridad Social, la duración del contrato de relevo que podrá celebrar la empresa para sustituir la parte de jornada dejada vacante por el mismo podrá ser indefinida o anual."
